id,academic_year_id/id,class_id/id,compulsory_subjects/id,from_date,optional_subjects/id,roll_no,selective_subjects/id,student_id/id,till_date,level/id,section/id
__export__.education_class_history_28_c5b31e1a,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,28,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_28_fa44ff49,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_29_f5abbb17,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,29,__export__.education_syllabus_24_5032abc2,__export__.education_student_29_ea055095,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_30_ccda5f56,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,30,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_30_ca4a70c4,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_31_3bd024ca,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,31,__export__.education_syllabus_24_5032abc2,__export__.education_student_31_954d3e0f,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_32_e07d2f08,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,32,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_32_648e7e0f,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_33_017eaf60,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,33,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_33_c35e00a9,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_34_c7f5f946,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,34,__export__.education_syllabus_24_5032abc2,__export__.education_student_34_b2a3ad07,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_35_fac8a170,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,35,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_35_ef88f186,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_36_43c0a72b,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_24_5032abc2,36,__export__.education_syllabus_25_1dbe6cc6,__export__.education_student_36_6af4c8fd,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_37_48ba0cf5,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,37,__export__.education_syllabus_24_5032abc2,__export__.education_student_37_7fa222a4,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_38_3e748fbd,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,38,__export__.education_syllabus_24_5032abc2,__export__.education_student_38_78585fc1,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_39_5b69d8b0,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,39,__export__.education_syllabus_24_5032abc2,__export__.education_student_39_5a3e344b,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_40_5dc106ad,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,40,__export__.education_syllabus_24_5032abc2,__export__.education_student_40_b7a1d8aa,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_41_f6428116,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,41,__export__.education_syllabus_24_5032abc2,__export__.education_student_41_2b2c572d,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_42_2783d613,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,42,__export__.education_syllabus_24_5032abc2,__export__.education_student_42_9c96c877,,__export__.education_class_11_1f003666,education_core.class_section1
__export__.education_class_history_43_25f09828,__export__.education_academic_year_4_bba79d68,__export__.education_class_division_93_d2cfa94d,"__export__.education_syllabus_6_71b06156,__export__.education_syllabus_8_0c25e9c7,__export__.education_syllabus_9_56f0ef02,__export__.education_syllabus_10_e3b00f25,__export__.education_syllabus_11_b0662423,__export__.education_syllabus_12_9bd3abe9,__export__.education_syllabus_13_94cfc7de,__export__.education_syllabus_19_c76e36ea,__export__.education_syllabus_20_349a061e",,__export__.education_syllabus_25_1dbe6cc6,43,__export__.education_syllabus_24_5032abc2,__export__.education_student_43_8ab06fd5,,__export__.education_class_11_1f003666,education_core.class_section1
